=========================Vanilla++ Admin Tools Session Logs=========================
Logs Started: 2025-11-29_5-0-48
====================================================================================
5:0:48 | [PermissionManager] Perm (DeleteObjectAtCrosshair) has been registered!
5:0:48 | [PermissionManager] Perm (TeleportManager:EditPreset) has been registered!
5:0:48 | [PermissionManager] Perm (TeleportManager:TeleportEntity) has been registered!
5:0:48 | [PermissionManager] Perm (EspToolsMenu) has been registered!
5:0:48 | [PermissionManager] Perm (EspToolsMenu:DeleteObjects) has been registered!
5:0:48 | [PermissionManager] Perm (EspToolsMenu:PlayerESP) has been registered!
5:0:48 | [PermissionManager] Perm (EspToolsMenu:RestPasscodeFence) has been registered!
5:0:48 | [PermissionManager] Perm (EspToolsMenu:RetriveCodeFromObj) has been registered!
5:0:48 | [PermissionManager] Perm (EspToolsMenu:PlayerMeshEsp) has been registered!
5:0:48 | [PermissionManager] Perm (EspToolsMenu:InstantBaseBuild) has been registered!
5:0:48 | [PermissionManager] Perm (MenuXMLEditor) has been registered!
5:0:48 | [PermissionManager] Perm (MenuCommandsConsole) has been registered!
5:0:48 | [PermissionManager] Adding Super Admin (76561199240649723)
5:0:48 | [PermissionManager] Adding Super Admin (76561199011835169)
5:0:48 | [PermissionManager] Loaded UserGroups.json
5:0:48 | [BansManager]:: Load(): Loading ban list Json File $profile:VPPAdminTools/BanList.json
5:0:48 | [PermissionManager] Perm (Chat:StripPlayer) has been registered!
5:0:48 | [PermissionManager] Perm (Chat:KillPlayer) has been registered!
5:0:48 | [PermissionManager] Perm (Chat:HealPlayer) has been registered!
5:0:48 | [PermissionManager] Perm (Chat:BringPlayer) has been registered!
5:0:48 | [PermissionManager] Perm (Chat:ReturnPlayer) has been registered!
5:0:48 | [PermissionManager] Perm (Chat:GotoPlayer) has been registered!
5:0:48 | [PermissionManager] Perm (Chat:UnbanPlayer) has been registered!
5:0:48 | [PermissionManager] Perm (Chat:TeleportToTown) has been registered!
5:0:48 | [PermissionManager] Perm (Chat:TeleportToPoint) has been registered!
5:0:48 | [PermissionManager] Perm (Chat:GiveAmmo) has been registered!
5:0:48 | [PermissionManager] Perm (Chat:SpawnInventory) has been registered!
5:0:48 | [PermissionManager] Perm (Chat:SpawnOnGround) has been registered!
5:0:48 | [PermissionManager] Perm (Chat:SpawnInHands) has been registered!
5:0:48 | [PermissionManager] Perm (Chat:SpawnCar) has been registered!
5:0:48 | [PermissionManager] Perm (Chat:refuelCar) has been registered!
5:0:48 | [WeatherManager] Loading Json File $profile:VPPAdminTools/ConfigurablePlugins/WeatherManager/WeatherSettingsPresets.json
5:0:48 | [TimeManager] Loading Json File $profile:VPPAdminTools/ConfigurablePlugins/TimeManager/TimeSettingsPresets.json
5:0:48 | Building Sets Loaded: 0
5:0:48 | [SteamAPIManager] WARNING couldn't fetch server IP from configs; using cURL...
5:0:48 | [SteamAPIManager] ERROR No steam API key configured, and or key is invalid.
5:2:44 | Player "Syntactix" (steamId=76561199240649723) connected to server!
5:5:36 | "Syntactix" (steamid=76561199240649723) teleported to crosshair (pos=<3703.417480, 402.732330, 5979.258301>)
5:5:37 | "Syntactix" (steamid=76561199240649723) teleported to crosshair (pos=<3704.116699, 402.000000, 5969.619629>)
5:16:51 | "Syntactix" (steamid=76561199240649723) teleported to crosshair (pos=<3703.148926, 404.831512, 6012.231934>)
5:16:52 | "Syntactix" (steamid=76561199240649723) teleported to crosshair (pos=<3703.498291, 405.380371, 6012.587891>)
5:16:55 | "Syntactix" (steamid=76561199240649723) teleported to crosshair (pos=<4675.869629, 816.667847, 6319.999023>)
5:16:57 | "Syntactix" (steamid=76561199240649723) teleported to crosshair (pos=<4718.972656, 283.651794, 6338.880859>)
5:17:6 | "Syntactix" (steamid=76561199240649723) teleported to crosshair (pos=<4683.140137, 288.321960, 6300.533203>)
5:18:56 | "Syntactix" (steamid=76561199240649723) teleported to crosshair (pos=<3639.427734, 479.956360, 5963.440430>)
5:18:58 | "Syntactix" (steamid=76561199240649723) teleported to crosshair (pos=<3714.790527, 402.005798, 5970.550293>)
5:20:30 | "Syntactix" (steamid=76561199240649723) teleported to crosshair (pos=<3702.315674, 402.001892, 5976.097168>)
5:20:36 | "Syntactix" (steamid=76561199240649723) teleported to crosshair (pos=<3703.449707, 402.000000, 5967.630859>)
5:24:34 | "Syntactix" (steamid=76561199240649723) teleported to crosshair (pos=<3701.009766, 402.000000, 5984.038574>)
5:24:35 | "Syntactix" (steamid=76561199240649723) teleported to crosshair (pos=<3702.300293, 402.000000, 5970.323730>)
5:29:7 | Player "Syntactix" (steamId=76561199240649723) initiated disconnect process...
5:29:8 | Player "Syntactix" (steamId=76561199240649723) disconnected early from server (EXIT NOW).
12:49:23 | Player "sammy" (steamId=76561199387910911) connected to server!
14:25:26 | Player "sammy" (steamId=76561199387910911) initiated disconnect process...
14:25:41 | Player "sammy" (steamId=76561199387910911) disconnected from server.
18:52:28 | Player "sammy" (steamId=76561199387910911) connected to server!
19:16:56 | Player "sammy" (steamId=76561199387910911) initiated disconnect process...
19:16:58 | Player "sammy" (steamId=76561199387910911) disconnected early from server (EXIT NOW).
19:24:46 | Player "sammy" (steamId=76561199387910911) connected to server!
20:10:14 | Player "sammy" (steamId=76561199387910911) initiated disconnect process...
20:10:16 | Player "sammy" (steamId=76561199387910911) disconnected early from server (EXIT NOW).
3:41:28 | Player "$kizo" (steamId=76561199032441806) connected to server!
4:57:45 | Player "$kizo" (steamId=76561199032441806) initiated disconnect process...
